name,color,year,listed,notes,x16_box,x24_box,x32_box,x64_box,interval,id,hue,sat,val,L,U,V,hue2
Orange-Yellow,#F8D568,1988,#F8D568,,,,,,1,4412,45.41666666666667,0.5806451612903226,0.9725490196078431,86.2797370873531,29.106716086653996,70.23655935412187,1.1779297869283125
Tan,#FA9D5A,1988,#FA9D5A,,No,No,Yes,Yes,1,4413,25.125000000000004,0.64,0.9803921568627451,73.01107486302114,72.53765127564127,51.69321523837761,0.6191587563375205
Lavender (II),#FBAED2,1988,#FBAED2,,No,No,No,Yes,1,4414,331.94805194805195,0.3067729083665338,0.984313725490196,79.29268285157781,44.946633016160355,-16.29898381963692,-0.3478816147289824
Yellow,#FBE870,1988,#FBE870,,Yes,Yes,Yes,Yes,1,4415,51.79856115107914,0.5537848605577689,0.984313725490196,91.41291044282949,18.17527675491036,75.66410874903295,1.3350527778568244
Goldenrod,#FCD667,1988,#FCD667,"Known as ""Medium Chrome Yellow"" (1903–?) and ""Medium Yellow"" (1903–1958).[2]",No,No,No,Yes,1,4416,44.697986577181204,0.5912698412698413,0.9882352941176471,86.88474798694952,31.36154563093499,71.28489532038033,1.1563342116376292
Apricot,#FDD5B1,1988,#FDD5B1,,No,Yes,Yes,Yes,1,4417,28.421052631578956,0.3003952569169961,0.9921568627450981,87.79908605728534,27.538870387397324,30.8291590817841,0.8417099856448933
Bittersweet,#FE6F5E,1988,#FE6F5E,,No,No,No,Yes,1,4418,6.374999999999997,0.6299212598425197,0.996078431372549,64.36598144186019,109.7167596436707,32.046542714480985,0.2841789549826612
Melon,#FEBAAD,1988,#FEBAAD,,No,No,Yes,Yes,1,4419,9.629629629629619,0.3188976377952756,0.996078431372549,81.40664256848707,45.323068613998245,18.656614153974875,0.39049713253601265
Orange-Red,#FF5349,1988,#FF5349,,,,,,1,4420,3.2967032967032917,0.7137254901960784,1,59.829154905814235,133.83900156497856,32.821224495770394,0.24048343480731257
Red-Orange,#FF681F,1988,#FF681F,,Yes,Yes,Yes,Yes,1,4421,19.553571428571427,0.8784313725490196,1,62.731595140609215,124.45565433024552,50.97508646702895,0.38874133239565334
Burnt Orange,#FF7034,1988,#FF7034,,No,No,No,Yes,1,4422,17.733990147783256,0.7960784313725491,1,64.24391535421844,116.27271874465903,48.79083524655494,0.3973084165840744
Orange,#FF8833,1988,#FF8833,,Yes,Yes,Yes,Yes,1,4423,25.000000000000004,0.8,1,68.83329181778008,97.0564869098508,57.18757085844252,0.5324549201282734
Salmon,#FF91A4,1988,#FF91A4,,No,No,No,Yes,1,4424,349.6363636363636,0.43137254901960786,1,72.35927603259462,73.1552950141678,3.4247312458326804,0.046780382043444244
Carnation Pink,#FFA6C9,1988,#FFA6C9,"Known as ""Rose Pink"" (1903–1958) and ""Pink"" (1903–1917).[2]",Yes,Yes,Yes,Yes,1,4425,336.4044943820225,0.34901960784313724,1,77.7290870062915,53.687161164180914,-13.116442293684377,-0.2396185603194647
Yellow-Orange,#FFAE42,1988,#FFAE42,,Yes,Yes,Yes,Yes,1,4426,34.285714285714285,0.7411764705882353,1,77.23937461157902,65.32469683788781,67.43675308243468,0.8013054775767018
Peach,#FFCBA4,1988,#FFCBA4,"Known as ""Flesh Tint"" (1903–1949), ""Flesh"" (1949–1956, 1958–1962), and ""Pink Beige"" (1956–1958).[2]",No,No,Yes,Yes,1,4427,25.7142857142857,0.35686274509803917,1,85.3298116668609,36.32551350143166,34.056666043149086,0.7531732158451158
Lemon Yellow,#FFFF9F,1988,#FFFF9F,"Also known as ""Light Chrome Yellow"" (""Chrome Yellow, Light"" on labels) or ""Light Yellow"", 1903–1958. ""Chrome Yellow, Light"" on labels.[2]",,,,,1,4428,60,0.3764705882352941,1,98.14752932971126,4.646364910986495,64.40858105890038,1.4987821637937453
White,#FFFFFF,1988,#FFFFFF,,Yes,Yes,Yes,Yes,1,4429,0,0,1,100,-5.495002378064218e-4,0.007667209400868957,1.6423428667927635
Black,#000000,1989,#000000,,Yes,Yes,Yes,Yes,1,4430,0,0,0,0,-0,-0,-3.141592653589793
Midnight Blue,#003366,1989,#003366,"Known as ""Prussian Blue"", 1903–1958.[2]",No,No,No,No,1,4431,210,1,0.4,21.30642136768597,-11.923631511311243,-40.11169042700177,-1.8597381646766922
Navy Blue,#0066CC,1989,#0066CC,,No,No,No,No,1,4432,210,1,0.8,44.031442305959324,-23.784562082626678,-89.76533881664017,-1.829808199023297
Blue (III),#0066FF,1989,#0066FF,,Yes,Yes,Yes,Yes,1,4433,216,1,1,47.904147939926645,-22.42667521283649,-125.33390014020709,-1.7478579127696598
Blue-Green,#0095B7,1989,#0095B7,"Known as ""Middle Blue-Green"", 1949–1958.[2]",Yes,Yes,Yes,Yes,1,4434,191.14754098360655,1,0.7176470588235294,56.98871828807941,-40.451265002983945,-38.630658523648826,-2.3792122021871447
Pine Green,#01796F,1989,#01796F,"Known as ""Dark Chrome Green"" (""Chrome Green, Dark"" on labels) or ""Dark Green"", 1903–1949.[2]",No,No,No,No,2,4435,175,0.9917355371900827,0.4745098039215686,45.39721311610773,-36.06531543049438,0.6384136958246481,3.1238929046991486
Green,#01A638,1989,#01A638,,Yes,Yes,Yes,Yes,1,4436,140,0.9939759036144579,0.6509803921568628,59.49165200449414,-54.87011473507741,61.5734482953604,2.2986907247892945
Green-Blue,#2887C8,1989,#2887C8,,,,,,1,4437,204.375,0.8,0.7843137254901961,53.97028326771006,-31.619683987729342,-63.41006057007781,-2.0333666021771504
Forest Green,#5FA777,1989,#5FA777,"Known as ""Dark Green"", 1949–1958.[2]",No,No,No,Yes,1,4438,140,0.4311377245508982,0.6549019607843137,62.8446402035342,-34.01787797659287,29.71095259661864,2.4236739370281826
Blue-Violet,#6456B7,1989,#6456B7,"Known as ""Violet"" 1949–1958.[2]",Yes,Yes,Yes,Yes,1,4439,248.65979381443296,0.5300546448087431,0.7176470588235294,42.43423734530124,-0.5136602286819124,-75.94747877531621,-1.5775595848391462
Raw Umber,#665233,1989,#665233,,,,,,1,4440,36.47058823529412,0.5,0.4,36.17399314641563,14.690687907951272,22.25965589014231,0.9874447552137282
Turquoise Blue,#6CDAE7,1989,#6CDAE7,"Available only in bulk, 1935–1949.[2]",No,No,No,Yes,1,4441,186.34146341463415,0.5324675324675324,0.9058823529411765,81.344476712868,-46.29770463656392,-20.967260383940346,-2.716347090351984
Violet-Blue,#766EC8,1989,#766EC8,"Known as ""Blue-Violet"", 1930–1958.[2]",,,,,2,4442,245.33333333333331,0.44999999999999996,0.7843137254901961,50.888316529739654,-2.1253820666518908,-73.16117195157864,-1.5998388422803225
Sky Blue,#76D7EA,1989,#76D7EA,,No,No,Yes,Yes,1,4443,189.82758620689654,0.4957264957264957,0.9176470588235294,80.95455904757856,-42.23627013057703,-25.133701424986814,-2.6048031686238526
Violet (II),#8359A3,1989,#8359A3,"""Violet (Purple)"" on labels.[2]",Yes,Yes,Yes,Yes,2,4444,274.05405405405406,0.4539877300613497,0.6392156862745098,45.10156909485657,15.678276875713848,-53.02364732100784,-1.2833032859407385
Gray,#8B8680,1989,#8B8680,"As ""Middle Grey"", part of the Munsell line, 1926–1944. Spelled ""Grey"" on labels, but ""Gray"" on boxes. Also called ""Neutral Grey"", 1930–1956.[2]",No,Yes,Yes,Yes,1,4445,32.7272727272728,0.07913669064748194,0.5450980392156862,56.18566564154976,3.265113946433665,5.246163186023548,1.014082326893176
Plum,#8E3179,1989,#8E3179,,No,No,No,Yes,1,4446,313.5483870967742,0.6549295774647887,0.5568627450980392,36.610336293094,46.32878824274675,-35.126081006446086,-0.6487229181689922
Cornflower,#93CCEA,1989,#93CCEA,,No,No,No,Yes,1,4447,200.68965517241378,0.3717948717948718,0.9176470588235294,79.22890219619435,-28.013503869546845,-30.990299683466215,-2.305786315171107
Sea Green,#93DFB8,1989,#93DFB8,"Known as ""Light Green"", 1949–1958.[2]",No,No,No,Yes,1,4448,149.21052631578948,0.3408071748878924,0.8745098039215686,83.14512265605376,-36.62743916122522,22.70588414971838,2.5866586188820992
Aquamarine,#95E0E8,1989,#95E0E8,"Known as ""Light Turquoise Blue"", 1949–1958.[2]",No,No,No,No,1,4449,185.78313253012047,0.35775862068965514,0.9098039215686274,84.75288620135726,-35.519241289858265,-14.239010088369618,-2.7603265122188447
Sepia,#9E5B40,1989,#9E5B40,"Available only in bulk, 1935–1939.[2]",No,No,No,Yes,2,4450,17.23404255319149,0.5949367088607596,0.6196078431372549,45.80259678429802,50.275667895968034,25.863740446678854,0.4751315966498301
Cadet Blue,#A9B2C3,1989,#A9B2C3,,No,No,Yes,Yes,1,4451,219.23076923076923,0.1333333333333333,0.7647058823529411,72.37215614709565,-5.790594425234,-14.767938724048564,-1.944478889197267
Brown,#AF593E,1989,#AF593E,,Yes,Yes,Yes,Yes,1,4452,14.336283185840703,0.6457142857142857,0.6862745098039216,47.76356522862562,65.9437890034936,28.102030622892432,0.4028453944994467
Olive Green,#B5B35C,1989,#B5B35C,,No,No,No,Yes,1,4453,58.65168539325841,0.49171270718232046,0.7098039215686275,71.44474964812512,5.367083173803834,56.22583130670103,1.4756288511895663
Chestnut,#B94E48,1989,#B94E48,"Known as ""Indian Red"" before 1999.[2]",No,No,Yes,Yes,1,4454,3.1858407079646067,0.6108108108108108,0.7254901960784313,47.27985497480359,80.05938487537986,20.291138308939605,0.24822410044887197
Red-Violet,#BB3385,1989,#BB3385,,Yes,Yes,Yes,Yes,1,4455,323.8235294117647,0.7272727272727272,0.7333333333333333,45.121213745813655,76.18308326030478,-30.53390325280564,-0.3811927146929185
Maroon,#C32148,1989,#C32148,"Known as ""Dark Red"", 1949–1958.[2]",No,No,No,No,1,4456,345.55555555555554,0.8307692307692308,0.7647058823529411,43.005297082339176,111.54689356866778,9.768500000584952,0.08735019243914321
Periwinkle,#C3CDE6,1989,#C3CDE6,,No,No,No,Yes,1,4457,222.85714285714283,0.15217391304347833,0.9019607843137255,82.36632062882803,-6.703557164527456,-21.32686147635391,-1.8753425980142957
Yellow-Green,#C5E17A,1989,#C5E17A,,Yes,Yes,Yes,Yes,1,4458,76.31067961165047,0.45777777777777773,0.8823529411764706,85.56765288655384,-12.490807986239922,65.44524626153832,1.759387120656319
Brick Red,#C62D42,1989,#C62D42,,No,No,No,Yes,1,4459,351.7647058823529,0.7727272727272727,0.7764705882352941,44.631301794793224,111.00630026042852,16.000004279129612,0.14315011123207472
Mulberry,#C8509B,1989,#C8509B,,,,,,1,4460,322.5,0.6,0.7843137254901961,52.27085681811097,67.87440089615806,-33.63363113021047,-0.4600631993008838
Blue-Gray,#C8C8CD,1989,#C8C8CD,,,,,,1,4461,240,0.024390243902439074,0.803921568627451,80.73633831010838,-0.2838017657767138,-3.920846179449409,-1.6430530967052748
Silver,#C9C0BB,1989,#C9C0BB,"Metallic; swatch represents nominal hue only. Available only in bulk, 1915–1944.[2]",No,No,No,Yes,1,4462,21.428571428571466,0.06965174129353237,0.788235294117647,78.28948433216873,5.530666282726317,4.980151351900781,0.7330699452623465
Mahogany,#CA3435,1989,#CA3435,,No,No,No,Yes,1,4463,359.59999999999997,0.7425742574257425,0.792156862745098,46.00657816031264,113.97406664963786,24.237570080604733,0.20953717457511384
Raw Sienna,#D27D46,1989,#D27D46,,No,No,No,Yes,1,4464,23.57142857142857,0.6666666666666666,0.8235294117647058,60.61768260037097,66.75431598454,43.14648258693831,0.5738032430060996
Thistle,#D8BFD8,1989,#D8BFD8,"Known as ""Light Magenta"", 1949–1958.[2]",,,,,1,4465,300,0.11574074074074073,0.8470588235294118,80.07771827572002,12.721830475072698,-16.43965419232927,-0.912204972800911
Copper,#DA8A67,1989,#DA8A67,Metallic; swatch represents nominal hue only.[2],No,No,No,No,2,4466,18.260869565217387,0.5275229357798165,0.8549019607843137,65.0142891837419,59.4920251877668,33.713821989424325,0.5155703109840074
Orchid,#E29CD2,1989,#E29CD2,"Known as ""Medium Red-Violet"", 1949–1958.[2]",No,No,No,No,1,4467,313.7142857142857,0.3097345132743362,0.8862745098039215,72.62832276371593,37.55296404214828,-31.98165913985408,-0.7054462141564943
Gold (II),#E6BE8A,1989,#E6BE8A,"Metallic; swatch represents nominal hue only. Available only in bulk, 1953–1956.[2]",No,No,No,Yes,1,4468,33.913043478260875,0.4,0.9019607843137255,79.32133398121329,29.344231338304724,40.711859226417126,0.9462607763522352
Burnt Sienna,#E97451,1989,#E97451,,No,No,No,Yes,1,4469,13.81578947368421,0.6523605150214592,0.9137254901960784,62.0092309552324,91.08654854624723,37.24933338426947,0.38819320133806307
Spring Green,#ECEBBD,1989,#ECEBBD,,No,No,No,Yes,1,4470,58.72340425531912,0.19915254237288135,0.9254901960784314,92.09817627133636,3.02683464620128,33.68743779652727,1.4811864087078783
Red,#ED0A3F,1989,#ED0A3F,,Yes,Yes,Yes,Yes,1,4471,345.9911894273128,0.9578059071729959,0.9294117647058824,50.199683388101846,151.80750426569284,21.28291551115836,0.13928888334344805
Green-Yellow,#F1E788,1989,#F1E788,,No,Yes,Yes,Yes,1,4472,54.28571428571429,0.43568464730290457,0.9450980392156862,90.61192142779778,11.04942898492803,63.60266896285853,1.3987871967159835
Maize,#F2C649,1989,#F2C649,"Known as ""Gold Ochre"", 1903–1958. ""Golden Ochre"" on some labels.[2]",,,,,1,4473,44.37869822485207,0.6983471074380165,0.9490196078431372,81.70227198212999,36.70129518539334,74.52527555320638,1.1131926497095315
Magenta,#F653A6,1989,#F653A6,"Same color as ""Permanent Magenta"" (1903–?).[2]",No,No,No,Yes,1,4474,329.44785276073617,0.66260162601626,0.9647058823529412,60.37129020302473,98.6734250497208,-27.750310886905687,-0.27415251934650364
Violet-Red,#F7468A,1989,#F7468A,,No,Yes,Yes,Yes,1,4475,336.94915254237293,0.7165991902834008,0.9686274509803922,58.03232609668177,115.18555550525647,-10.668807947141405,-0.09235927905145494
Orange-Yellow,#F8D568,1989,#F8D568,,,,,,1,4476,45.41666666666667,0.5806451612903226,0.9725490196078431,86.2797370873531,29.106716086653996,70.23655935412187,1.1779297869283125
Tan,#FA9D5A,1989,#FA9D5A,,No,No,Yes,Yes,1,4477,25.125000000000004,0.64,0.9803921568627451,73.01107486302114,72.53765127564127,51.69321523837761,0.6191587563375205
Lavender (II),#FBAED2,1989,#FBAED2,,No,No,No,Yes,1,4478,331.94805194805195,0.3067729083665338,0.984313725490196,79.29268285157781,44.946633016160355,-16.29898381963692,-0.3478816147289824
Yellow,#FBE870,1989,#FBE870,,Yes,Yes,Yes,Yes,1,4479,51.79856115107914,0.5537848605577689,0.984313725490196,91.41291044282949,18.17527675491036,75.66410874903295,1.3350527778568244
Goldenrod,#FCD667,1989,#FCD667,"Known as ""Medium Chrome Yellow"" (1903–?) and ""Medium Yellow"" (1903–1958).[2]",No,No,No,Yes,1,4480,44.697986577181204,0.5912698412698413,0.9882352941176471,86.88474798694952,31.36154563093499,71.28489532038033,1.1563342116376292
Apricot,#FDD5B1,1989,#FDD5B1,,No,Yes,Yes,Yes,1,4481,28.421052631578956,0.3003952569169961,0.9921568627450981,87.79908605728534,27.538870387397324,30.8291590817841,0.8417099856448933
Bittersweet,#FE6F5E,1989,#FE6F5E,,No,No,No,Yes,1,4482,6.374999999999997,0.6299212598425197,0.996078431372549,64.36598144186019,109.7167596436707,32.046542714480985,0.2841789549826612
Melon,#FEBAAD,1989,#FEBAAD,,No,No,Yes,Yes,1,4483,9.629629629629619,0.3188976377952756,0.996078431372549,81.40664256848707,45.323068613998245,18.656614153974875,0.39049713253601265
Orange-Red,#FF5349,1989,#FF5349,,,,,,1,4484,3.2967032967032917,0.7137254901960784,1,59.829154905814235,133.83900156497856,32.821224495770394,0.24048343480731257
Red-Orange,#FF681F,1989,#FF681F,,Yes,Yes,Yes,Yes,1,4485,19.553571428571427,0.8784313725490196,1,62.731595140609215,124.45565433024552,50.97508646702895,0.38874133239565334
Burnt Orange,#FF7034,1989,#FF7034,,No,No,No,Yes,1,4486,17.733990147783256,0.7960784313725491,1,64.24391535421844,116.27271874465903,48.79083524655494,0.3973084165840744
Orange,#FF8833,1989,#FF8833,,Yes,Yes,Yes,Yes,1,4487,25.000000000000004,0.8,1,68.83329181778008,97.0564869098508,57.18757085844252,0.5324549201282734
Salmon,#FF91A4,1989,#FF91A4,,No,No,No,Yes,1,4488,349.6363636363636,0.43137254901960786,1,72.35927603259462,73.1552950141678,3.4247312458326804,0.046780382043444244
Carnation Pink,#FFA6C9,1989,#FFA6C9,"Known as ""Rose Pink"" (1903–1958) and ""Pink"" (1903–1917).[2]",Yes,Yes,Yes,Yes,1,4489,336.4044943820225,0.34901960784313724,1,77.7290870062915,53.687161164180914,-13.116442293684377,-0.2396185603194647
Yellow-Orange,#FFAE42,1989,#FFAE42,,Yes,Yes,Yes,Yes,1,4490,34.285714285714285,0.7411764705882353,1,77.23937461157902,65.32469683788781,67.43675308243468,0.8013054775767018
Peach,#FFCBA4,1989,#FFCBA4,"Known as ""Flesh Tint"" (1903–1949), ""Flesh"" (1949–1956, 1958–1962), and ""Pink Beige"" (1956–1958).[2]",No,No,Yes,Yes,1,4491,25.7142857142857,0.35686274509803917,1,85.3298116668609,36.32551350143166,34.056666043149086,0.7531732158451158
Lemon Yellow,#FFFF9F,1989,#FFFF9F,"Also known as ""Light Chrome Yellow"" (""Chrome Yellow, Light"" on labels) or ""Light Yellow"", 1903–1958. ""Chrome Yellow, Light"" on labels.[2]",,,,,1,4492,60,0.3764705882352941,1,98.14752932971126,4.646364910986495,64.40858105890038,1.4987821637937453
White,#FFFFFF,1989,#FFFFFF,,Yes,Yes,Yes,Yes,1,4493,0,0,1,100,-5.495002378064218e-4,0.007667209400868957,1.6423428667927635
Black,#000000,1990,#000000,,Yes,Yes,Yes,Yes,1,4494,0,0,0,0,-0,-0,-3.141592653589793
Midnight Blue,#003366,1990,#003366,"Known as ""Prussian Blue"", 1903–1958.[2]",No,No,No,No,1,4495,210,1,0.4,21.30642136768597,-11.923631511311243,-40.11169042700177,-1.8597381646766922
Navy Blue,#0066CC,1990,#0066CC,,No,No,No,No,1,4496,210,1,0.8,44.031442305959324,-23.784562082626678,-89.76533881664017,-1.829808199023297
Blue (III),#0066FF,1990,#0066FF,,Yes,Yes,Yes,Yes,1,4497,216,1,1,47.904147939926645,-22.42667521283649,-125.33390014020709,-1.7478579127696598
Teal Blue,#008080,1990,#008080,,,,,,1,4498,180,1,0.5019607843137255,48.254142428068675,-37.325777071233084,-8.04771316456672,-2.9292360175570016
Blue-Green,#0095B7,1990,#0095B7,"Known as ""Middle Blue-Green"", 1949–1958.[2]",Yes,Yes,Yes,Yes,1,4499,191.14754098360655,1,0.7176470588235294,56.98871828807941,-40.451265002983945,-38.630658523648826,-2.3792122021871447
Pine Green,#01796F,1990,#01796F,"Known as ""Dark Chrome Green"" (""Chrome Green, Dark"" on labels) or ""Dark Green"", 1903–1949.[2]",No,No,No,No,2,4500,175,0.9917355371900827,0.4745098039215686,45.39721311610773,-36.06531543049438,0.6384136958246481,3.1238929046991486
Green,#01A638,1990,#01A638,,Yes,Yes,Yes,Yes,1,4501,140,0.9939759036144579,0.6509803921568628,59.49165200449414,-54.87011473507741,61.5734482953604,2.2986907247892945
Cerulean,#02A4D3,1990,#02A4D3,,No,Yes,Yes,Yes,1,4502,193.49282296650716,0.990521327014218,0.8274509803921568,62.72942247896265,-43.40926998523761,-50.807990067563566,-2.2778270280005923
Green-Blue,#2887C8,1990,#2887C8,,,,,,1,4503,204.375,0.8,0.7843137254901961,53.97028326771006,-31.619683987729342,-63.41006057007781,-2.0333666021771504
Jungle Green,#29AB87,1990,#29AB87,,No,No,No,No,1,4504,163.3846153846154,0.7602339181286549,0.6705882352941176,62.79719776254977,-48.54984831300477,19.039241765104865,2.767864306139341
Forest Green,#5FA777,1990,#5FA777,"Known as ""Dark Green"", 1949–1958.[2]",No,No,No,Yes,1,4505,140,0.4311377245508982,0.6549019607843137,62.8446402035342,-34.01787797659287,29.71095259661864,2.4236739370281826
Blue-Violet,#6456B7,1990,#6456B7,"Known as ""Violet"" 1949–1958.[2]",Yes,Yes,Yes,Yes,1,4506,248.65979381443296,0.5300546448087431,0.7176470588235294,42.43423734530124,-0.5136602286819124,-75.94747877531621,-1.5775595848391462
Raw Umber,#665233,1990,#665233,,,,,,1,4507,36.47058823529412,0.5,0.4,36.17399314641563,14.690687907951272,22.25965589014231,0.9874447552137282
Royal Purple,#6B3FA0,1990,#6B3FA0,,No,No,No,No,1,4508,267.21649484536084,0.60625,0.6274509803921569,36.40187735901458,11.54179790331574,-67.84182054757454,-1.4022817008580408
Turquoise Blue,#6CDAE7,1990,#6CDAE7,"Available only in bulk, 1935–1949.[2]",No,No,No,Yes,1,4509,186.34146341463415,0.5324675324675324,0.9058823529411765,81.344476712868,-46.29770463656392,-20.967260383940346,-2.716347090351984
Violet-Blue,#766EC8,1990,#766EC8,"Known as ""Blue-Violet"", 1930–1958.[2]",,,,,2,4510,245.33333333333331,0.44999999999999996,0.7843137254901961,50.888316529739654,-2.1253820666518908,-73.16117195157864,-1.5998388422803225
Sky Blue,#76D7EA,1990,#76D7EA,,No,No,Yes,Yes,1,4511,189.82758620689654,0.4957264957264957,0.9176470588235294,80.95455904757856,-42.23627013057703,-25.133701424986814,-2.6048031686238526
Violet (II),#8359A3,1990,#8359A3,"""Violet (Purple)"" on labels.[2]",Yes,Yes,Yes,Yes,2,4512,274.05405405405406,0.4539877300613497,0.6392156862745098,45.10156909485657,15.678276875713848,-53.02364732100784,-1.2833032859407385
